ลำดับที่,เลขที่ใบอนุญาต,ชื่อสถานพยาบาล,ผู้ประกอบกิจการ,ผู้ดำเนินการสถานพยาบาล,ที่อยู่,โทรศัพท์,หมายเหตุ,ประเภท,Facebookpage,Aboutfrompage,เบอร์โทรศัพท์,Urlfacebookpage,UrlProfile,เวลาเช็คอินล่าสุด,สถานะ,,,,,,
70,65105001555,ต้นคูนคลินิกการพยาบาลฯ,นางสุดารัตน์  พิมพ์ระเบียบ,นางสุดารัตน์  พิมพ์ระเบียบ,617 ม.4 ต.วัดโบสถ์ อ.วัดโบสถ์ จ.พิษณุโลก,,,พยาบาล,,,,,,,,,307,,,69,
71,65105001755,วรชัยคลินิกการพยาบาลฯ,นายวรชัย  แสงปัญญา,นายวรชัย  แสงปัญญา,37 ม.1 ต.น้ำกุ่ม อ.นครไทย จ.พิษณุโลก,,,พยาบาล,,,,,,,,,308,,,70,
72,65105002055,ดวงเดือนคลินิกการพยาบาลฯ,นางเพ็ญสินี  มากบุญ,นางเพ็ญสินี  มากบุญ,41/3 ม.3 ต.ศรีภิรมย์ อ.พรหมพิราม จ.พิษณุโลก,,,พยาบาล,,,,,,,,,309,,,71,
73,65105000956,หฤทัยคลินิกการพยาบาลฯ,นางหฤทัย  แสงแก้ว,นางหฤทัย  แสงแก้ว,212 ม.17 ต.บ้านกลาง อ.วังทอง จ.พิษณุโลก,,,พยาบาล,คลินิกหฤทัยการพยาบาลและการผดุงครรภ์,"เวลาเปิดทำการ จันทร์-อาทิตย์ เวลา 8.30 - 17.00น.
0872077708",087 207 7708,https://www.facebook.com/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B8%AB%E0%B8%A4%E0%B8%97%E0%B8%B1%E0%B8%A2%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9C%E0%B8%94%E0%B8%B8%E0%B8%87%E0%B8%84%E0%B8%A3%E0%B8%A3%E0%B8%A0%E0%B9%8C-581883115261710/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/14680587_1114001598716523_921359955357209208_n.jpg?_nc_cat=103&_nc_eui2=AeE0WOGsg9q6r8mVNefXkFxlcdcDrdlrd-SYWjNOXo4SRwukLQE1jfaJA7eExT3Re7izi61utOmqzMn3kduZ2sXuaX8oIlwJ8lEKBm0ZZOHucA&_nc_oc=AQl1pO0HdEs4gdHSGJH4frf9t7xfjLxeEzRFnF_mz8-QgPDK3dkWK1Gp0EGx-AbHpOyuz2y8ANBfwoVEKUQDB6gM&_nc_ht=scontent.fphs2-1.fna&oh=5024590500d7005a0c76d03b80ed4bfd&oe=5E618ADC,15/7/2019,เพจทางการ,,310,,,72,
74,65105001056,เอกกมล3 คลินิกการพยาบาลฯ,นายเกียรติศักดิ์  รุ่งเรือง,นายเกียรติศักดิ์  รุ่งเรือง,42/5 ม.4 ต.ท่านางงาม อ.บางระกำ จ.พิษณุโลก,,,พยาบาล,,,,,,,,,311,,,73,
75,65105001156,ปัทมาคลินิกการพยาบาลฯ,นางปัทมา  กรองใจ,นางปัทมา  กรองใจ,83/1 ม.8 ต.ท่าโพธิ์ อ.เมือง จ.พิษณุโลก,,,พยาบาล,,,,,,,,,312,,,74,
76,65105001356,เบญจมาศคลินิกการพยาบาลฯ,น.ส.เบญจมาศ  พงศ์สวัสดิรักษา,น.ส.เบญจมาศ  พงศ์สวัสดิรักษา,194/20 ม.7 ต.บางระกำ อ.บางระกำ จ.พิษณุโลก,,,พยาบาล,,,,,,,,,313,,,75,
77,65105001456,อวินนท์คลินิกการพยาบาลฯ,น.ส.อวินนท์  บัวประชุม,น.ส.อวินนท์  บัวประชุม,37/1 ม.12 ต.นครป่าหมาก อ.บางกระทุ่ม จ.พิษณุโลก,,,พยาบาล,,,,,,,,,314,,,76,
78,65105001656,อภิญญาคลินิกการพยาบาลฯ,น.ส.อภิญญา  แก้วพิลา,น.ส.อภิญญา  แก้วพิลา,235 ม.7 ต.แก่งโสภา อ.วังทอง จ.พิษณุโลก,,,พยาบาล,,,,,,,,,315,,,77,
79,65105001856,วัลลภาคลินิกการพยาบาลฯ,นางวัลลภา  พงษ์นรินทร์,นางวัลลภา  พงษ์นรินทร์,3/24 ม.5 ต.วังน้ำคู้ อ.เมือง จ.พิษณุโลก,,,พยาบาล,,,,,,,,,316,,,78,
81,65105002356,วิไลพรคลินิกการพยาบาลฯ,นางวิไลพร แก้ววัฒนกุล,นางวิไลพร แก้ววัฒนกุล,19/1 ม.6 ต.วัดตายม อ.บางกระทุ่ม จ.พิษณุโลก,,,พยาบาล,,,,,,,,,317,,,79,
82,65105000757,ศรีนวลคลินิกการพยาบาลฯ,นางศรีนวล  ยศธสาร,นางศรีนวล  ยศธสาร,98/18 ม.5 ต.วัดตายม อ.บางกระทุ่ม จ.พิษณุโลก,,,พยาบาล,,,,,,,,,318,,,80,
83,65105000857,หนองตมคลินิกการพยาบาลฯ,นางศิริชล  เปี้ยจันทร์,นางศิริชล  เปี้ยจันทร์,508/3 ม.1 ต.วงฆ้อง อ.พรหมพิราม จ.พิษณุโลก,,,พยาบาล,,,,,,,,,319,,,81,
84,65105000957,อภิชญาคลินิกการพยาบาลฯ,น.ส.อภิชญา  นิคม,น.ส.อภิชญา  นิคม,106 ม.1 ต.ไผ่ขอดอน อ.เมือง จ.พิษณุโลก,,,พยาบาล,,,,,,,,,320,,,82,
85,65105001257,ศิริรัตนคลินิกการพยาบาลฯ,น.ส.ศิริรัตน์  มีแสง,น.ส.ศิริรัตน์  มีแสง,32/3 ม.5 ต.บ้านกร่าง อ.เมือง จ.พิษณุโลก,,,พยาบาล,,,,,,,,,321,,,83,
86,65105001457,ศิริลักษณ์คลินิกการพยาบาลฯ,นางศิริลักษณ์ โกวิทยานนท์,นางศิริลักษณ์ โกวิทยานนท์,83 ม.1 ต.วัดพริก อ.เมือง จ.พิษณุโลก,,,พยาบาล,,,,,,,,,322,,,84,
87,65105001757,ชมภูคลินิกการพยาบาลฯ,นางชมภู อยู่อ่ำ,นางชมภู อยู่อ่ำ,990/4 ม.1 ต.วงฆ้อง อ.พรหมพิราม จ.พิษณุโลก,, 4 เม.ย.61,พยาบาล,,,,,,,,,323,,,85,
88,65105001957,พันณะกิจคลินิกการพยาบาลฯ,นายศิขรินทร์ พันณะกิจ,นายศิขรินทร์ พันณะกิจ,18 ม.10 ต.บ่อโพธ์ อ.นครไทย จ.พิษณุโลก,,,พยาบาล,,,,,,,,,324,,,86,
89,65105002057,สุวิภาคลินิกการพยาบาลฯ,น.ส.สุวิภา จำปาแก้ว,น.ส.สุวิภา จำปาแก้ว,25 ม.2 ต.ชมพู อ.เนินมะปราง จ.พิษณุโลก,,เลิก 14 ก.พ.57,พยาบาล,,,,,,,,,325,,,87,
90,65105002257,ลวินีย์คลินิกการพยาบาลฯ,นางลวินีย์  ฮวมน้อย,นางลวินีย์  ฮวมน้อย,140 ม.3 ต.สมอแข อ.เมือง จ.พิษณุโลก,,,พยาบาล,,,,,,,,,326,,,88,
91,65105002357,นภณัฐคลินิกการพยาบาลฯ,นางนภณัฐ  แจ้คำ,นางนภณัฐ  แจ้คำ,377/4 ม.25 ต.บ้านกลาง อ.วังทอง จ.พิษณุโลก,, 30 เม.ย.61,พยาบาล,,,,,,,,,327,,,89,
92,65105000758,ธมลวรรณคลินิกการพยาบาลฯ,น.ส.ธมลวรรณ  จูอ๊อต,น.ส.ธมลวรรณ  จูอ๊อต,161/18 ม.1 ต.วัดโบสถ์ อ.วัดโบสถ์ จ.พิษณุโลก,055-291511,,พยาบาล,,,,,,,,,328,,,90,
93,65105001058,ซ่อนกลิ่นผลเจริญคลินิกการพยาบาลฯ,นางซ่อนกลิ่น  ม่วงทิม,นางซ่อนกลิ่น  ม่วงทิม,101 ม.11 ต.ป่าแดง อ.ชาติตระการ จ.พิษณุโลก,,,พยาบาล,,,,,,,,,329,,,91,
94,65105001158,ทิวาวรรณคลินิกการพยาบาลฯ,น.ส.ทิวาวรรณ  หุ่นทอง,น.ส.ทิวาวรรณ  หุ่นทอง,94/1 ม.7 ต.ท่าทอง อ.เมือง จ.พิษณุโลก,,,พยาบาล,,,,,,,,,330,,,92,
95,65105001258,ปุณยนุชคลินิกการพยาบาลฯ,นางปุณยนุช  สินค้างาม,นางปุณยนุช  สินค้างาม,1/3 ม.3 ต.ปลักแรด อ.เมือง จ.พิษณุโลก,,,พยาบาล,คลินิกปุณยนุช,,,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B8%9B%E0%B8%B8%E0%B8%93%E0%B8%A2%E0%B8%99%E0%B8%B8%E0%B8%8A/537812333040351,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/c2.0.320.320a/p320x320/38712099_210046973191314_4708760448344784896_n.jpg?_nc_cat=102&_nc_eui2=AeFgDsZNVmfwyTQLRri2GnpWzYeOUEm3HNpa7NyxALtRihgrbJUzemvMT1tx88FMpmIr3rjD2-w98qFN4PL2OaxQ55GiIbwe-Z1Pu107L6MKRQ&_nc_oc=AQlZPjtLrNhZyqQNK4k074jK4Zne9XBogoRfCa3g9nj-w4iROVO58418s4G_wBj5s537sjPceUEwmfoEw1j0GY5K&_nc_ht=scontent.fphs2-1.fna&oh=d108dcbabdcdcf38d1eb68c67d4e0720&oe=5E1C5872,2/9/2019,เพจไม่เป็นทางการ,,331,,,93,
96,65105001358,ศุภลักษณ์คลินิกการพยาบาลฯ,น.ส.ศุภลักษณ์  ชมภูมี,น.ส.ศุภลักษณ์  ชมภูมี,144/2 ม.3 ต.ไทรย้อย อ.เนิมะปราง จ.พิษณุโลก,,,พยาบาล,,,,,,,,,332,,,94,
97,65105001458,นุชคลินิกการพยาบาลฯ,นางนีรนุช  ผงผาย,นางนีรนุช  ผงผาย,99/2 ม.19 ต.วังนกแอ่น อ.วังทอง จ.พิษณุโลก,,,พยาบาล,,,,,,,,,333,,,95,
98,65105001558,สุวีร์พรคลินิกการพยาบาลฯ,น.ส.สุวีร์พร  สีหอแก้ว,น.ส.สุวีร์พร  สีหอแก้ว,30/2 ม.2 ต.เนินมะปราง อ.เนิมะปราง จ.พิษณุโลก,,9-เม.ย.-61,พยาบาล,,,,,,,,,334,,,96,
99,65105001658,อัยลิศาคลินิกการพยาบาลฯ,น.ส.อัยลิศา  วัฒนาณรงค์,น.ส.อัยลิศา  วัฒนาณรงค์,231 ม.4 ต.บึงพระ อ.เมือง จ.พิษณุโลก,,,พยาบาล,อัยลิศาคลินิก การพยาบาลและการผดุงครรภ์,,,https://www.facebook.com/pages/%E0%B8%AD%E0%B8%B1%E0%B8%A2%E0%B8%A5%E0%B8%B4%E0%B8%A8%E0%B8%B2%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81-%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9C%E0%B8%94%E0%B8%B8%E0%B8%87%E0%B8%84%E0%B8%A3%E0%B8%A3%E0%B8%A0%E0%B9%8C/136647423869207,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/c0.53.320.320a/p320x320/59896925_1284341288397943_1506415970405580800_n.jpg?_nc_cat=110&_nc_eui2=AeEGHG0Zhg3Ami-cvooVfgy94ZDUamdE8F7GdozWfx144SM-osjzQI41dloqBRgVLmLuqa_7UvpvcHOBGMWJx7DssVwC7b2VEBSdsEWntQVUhQ&_nc_oc=AQm3HA46DvgPHdHovHYN_LZjWXimlWApyJuY6UrI0Y9bLotC27EU6speEPNcFwfsY5eoG6HPt8Wo8g2Ei6vvn812&_nc_ht=scontent.fphs2-1.fna&oh=1267985395fab8214f9543391db378c3&oe=5E5E60B6,6/7/2019,เพจไม่เป็นทางการ,,335,,,97,
100,65105001858,ทรัพย์ไพรวัลย์คลินิกการพยาบาลฯ,น.ส.สุทธิพร  เงี้ยวเกิด,น.ส.สุทธิพร  เงี้ยวเกิด,279/1 ม.7 ต.แก่งโสภา อ.วังทอง จ.พิษณุโลก,,เลิก 7 มิ.ย.61,พยาบาล,,,,,,,,,336,,,98,
101,65105001958,อำภาศรีคลินิกการพยาบาลฯ,นางอำภาศรี  ศรียศ,นางอำภาศรี  ศรียศ,90 ม.7 ต.เนินเพิ่ม อ.นครไทย จ.พิษณุโลก,,,พยาบาล,,,,,,,,,337,,,99,
102,65105002258,ดอนทองคลินิกการพยาบาลฯ,น.ส.ธัญญ์ณัฐ  แสงท่านั่ง,น.ส.ธัญญ์ณัฐ  แสงท่านั่ง,43/2 ม.2 ต.ดอนทอง อ.เมือง จ.พิษณุโลก,,,พยาบาล,,,,,,,,,338,,,100,
103,65105002358,ยุทธพลคลินิกการพยาบาลฯ,นายยุทธพล  ทองนาคปาน,นายยุทธพล  ทองนาคปาน,225 ม.6 ต.นาบัว อ.นครไทย จ.พิษณุโลก,,,พยาบาล,,,,,,,,,339,,,101,
104,65105002458,ธัญกานต์คลินิกการพยาบาลฯ,นางธัญกานต์  สังข์ยัง,นางธัญกานต์  สังข์ยัง,109/9 ม.4 ต.พรหมพิราม อ.พรหมพิราม จ.พิษณุโลก,,,พยาบาล,,,,,,,,,340,,,102,
105,65105002558,น้ำผึ้งคลินิกการพยาบาลฯ,นางน้ำผึ้ง  พูลชู,นางน้ำผึ้ง  พูลชู,59 ม.9 ต.ดอนทอง อ.เมือง จ.พิษณุโลก,,,พยาบาล,,,,,,,,,341,,,103,
106,65105000359,พรหมพิรามคลินิกการพยาบาลฯ,ร.ต.อ.หญิงรัตชดาภร  จันทร์ประทีป,ร.ต.อ.หญิงรัตชดาภร  จันทร์ประทีป,9/13 ม. ต.พรหมพิราม อ.พรหมพิราม จ.พิษณุโลก,,,พยาบาล,,,,,,,,,342,,,104,
107,65105000559,สุพิมพ์คลินิกการพยาบาลฯ,นางสุพิมพ์  มะปะวงศ์,นางสุพิมพ์  มะปะวงศ์,50/1 ม.11 ต.บ้านกร่าง อ.เมือง จ.พิษณุโลก,,,พยาบาล,,,,,,,,,343,,,105,
108,65105000659,เพ็ญศรีคลินิกการพยาบาลฯ,น.ส.เพ็ญศรี  มูลหล้า,น.ส.เพ็ญศรี  มูลหล้า,59/4 ม.1 ต.ชมพู อ.เนินมะปราง จ.พิษณุโลก,,,พยาบาล,,,,,,,,,344,,,106,
109,65105000759,จิรพัฒน์คลินิกการพยาบาลฯ,นางจิรพัฒน์  เพ็งเมืองนนท์,นางจิรพัฒน์  เพ็งเมืองนนท์,5 ม.2 ต.ท่าตาล อ.บางกระทุ่ม จ.พิษณุโลก,,,พยาบาล,,,,,,,,,345,,,107,
110,65105000859,ชุติมณฑน์คลินิกการพยาบาลฯ,น.ส.ชุติมณฑน์  สุขชาวนา,น.ส.ชุติมณฑน์  สุขชาวนา,120 ม.3 ต.ท่าสะแก อ.ชาติตระการ จ.พิษณุโลก,,,พยาบาล,,,,,,,,,346,,,108,
111,65105000959,อลิษาคลินิกการพยาบาลฯ,นางอลิษา  เมืองสนธิ์,นางอลิษา  เมืองสนธิ์,156/1 ม.3 ต.ชมพู อ.เนินมะปราง จ.พิษณุโลก,,,พยาบาล,,,,,,,,,347,,,109,
112,65105001059,ธิดารัตน์คลินิกการพยาบาลฯ,น.ส.ธิดารัตน์  คำบรรลือ,น.ส.ธิดารัตน์  คำบรรลือ,3 ม.4 ต.หนองกุลา อ.บางระกำ จ.พิษณุโลก,,9-ม.ค.-61,พยาบาล,,,,,,,,,348,,,110,
113,65105001359,ปารดาคลินิกการพยาบาลฯ,น.ส.ปานรดา  โพธิ์สาน,น.ส.ปานรดา  โพธิ์สาน,53/1 ม.12 ต.นครป่าหมาก อ.บางกระทุ่ม จ.พิษณุโลก,,,พยาบาล,,,,,,,,,349,,,111,
114,65105001459,ดลหทัยคลินิกการพยาบาลฯ,นางดลหทัย  กมล,นางดลหทัย  กมล,160 ม.15 ต.พรหมพิราม อ.พรหมพิราม จ.พิษณุโลก,,29-ม.ค.-61,พยาบาล,,,,,,,,,350,,,112,
115,65105001659,สลิสาคลินิกการพยาบาลฯ,นางสลิสา  เวียงสาม,นางณัฐฐิญา  ศิริรัตนาชุติวัต,183 ม.3 ต.สมอแข อ.เมือง จ.พิษณุโลก,,,พยาบาล,,,,,,,,,351,,,113,
116,65105001859,ศิระคลินิกการพยาบาลฯ,นายศิระ  ปานแย้ม,นายศิระ  ปานแย้ม,111/63 ม.7 ต.บางระกำ อ.บางระกำ จ.พิษณุโลก,,,พยาบาล,ศิระ - หมอดามพ์ คลินิกการพยาบาลฯ,,,https://www.facebook.com/pages/%E0%B8%A8%E0%B8%B4%E0%B8%A3%E0%B8%B0-%E0%B8%AB%E0%B8%A1%E0%B8%AD%E0%B8%94%E0%B8%B2%E0%B8%A1%E0%B8%9E%E0%B9%8C-%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%AF/644134339071042,,3/8/2019,เพจไม่เป็นทางการ,,352,,,114,
117,65105001959,อุสุมาคลินิกการพยาบาลฯ,นางอุสุมา  วงศ์ตัว,นางอุสุมา  วงศ์ตัว,298 ม.12 ต.ท่างาม อ.วัดโบสถ์ จ.พิษณุโลก,,,พยาบาล,,,,,,,,,353,,,115,
118,65105000260,พิมพ์ชนกคลินิกการพยาบาลฯ,น.ส.พิมพ์ชนก  กันภัย,น.ส.พิมพ์ชนก  กันภัย,291 ม.9 ต.บ้านพร้าว อ.นครไทย จ.พิษณุโลก,, 19 เม.ย.61,พยาบาล,,,,,,,,,354,,,116,
119,65105000360,พิชนคลินิกการพยาบาลฯ,นายพิชน  ศรีนวลชัย,นายพิชน  ศรีนวลชัย,82 ม.4 ต.นครชุม อ.นครไทย จ.พิษณุโลก,,,พยาบาล,,,,,,,,,355,,,117,
120,65105000560,สุวราคลินิกการพยาบาลฯ,นางสุวรา  ใจปัญญา,นางสุวรา  ใจปัญญา,19/2 ม.19 ต.บ้านกลาง อ.วังทอง จ.พิษณุโลก,,,พยาบาล,,,,,,,,,356,,,118,
121,65105000860,แก่งโสภาคลินิกการพยาบาลฯ,นางไพลิน  ตั้งศรีวงศ์,นางไพลิน  ตั้งศรีวงศ์,593/7 ม.7 ต.แก่งโสภา อ.วังทอง จ.พิษณุโลก,,,พยาบาล,,,,,,,,,357,,,119,
122,65105000960,นพวรรณคลินิกการพยาบาลฯ,นางนันท์นภัส  เณรศาสตร์,นางนันท์นภัส  เณรศาสตร์,177 ม.1 ต.ท้อแท้ อ.วัดโบสถ์ จ.พิษณุโลก,,,พยาบาล,,,,,,,,,358,,,120,
123,65105001060,พรคลินิกการพยาบาลฯ,น.ส.สมพร  อินสม,น.ส.สมพร  อินสม,159/1 ม.4 ต.บ้านกลาง อ.วังทอง จ.พิษณุโลก,,,พยาบาล,,,,,,,,,359,,,121,
124,65105001160,เนินกุ่มคลินิกการพยาบาลฯ,นายกฤษฎา  มากำเนิด,นายกฤษฎา  มากำเนิด,109/8 ม.4 ต.เนินกุ่ม อ.บางกระทุ่ม จ.พิษณุโลก,,,พยาบาล,,,,,,,,,360,,,122,
125,65105001360,ชวิฌฎาคลินิกการพยาบาลฯ,นายชวิฌฎา  โจชัยชาญ,นายชวิฌฎา  โจชัยชาญ,160 ม.2 ต.บ้านน้อยซุ้มขี้เหล็ก อ.เนินมะปราง จ.พิษณุโลก,,,พยาบาล,,,,,,,,,361,,,123,
126,65105001460,ภูษิตาคลินิกการพยาบาลฯ,น.ส.ภูษิตา  ครุธดิลกานันท์,น.ส.ภูษิตา  ครุธดิลกานันท์,38/2 ม.7 ต.วังทอง อ.วังทอง จ.พิษณุโลก,,,พยาบาล,,,,,,,,,362,,,124,
127,65105001560,นวินดาคลินิกการพยาบาลฯ,น.ส.นวินดา  พรมรักษา,น.ส.นวินดา  พรมรักษา,39 ม.2 ต.บ่อโพธิ์ อ.เมือง จ.พิษณุโลก,,,พยาบาล,นวินดาคลินิกการพยาบาลและการผดุงครรภ์,รับปรึกษาปัญหาสุขภาพ ดูแลสุขภาพแบบองค์รวม,,https://www.facebook.com/%E0%B8%99%E0%B8%A7%E0%B8%B4%E0%B8%99%E0%B8%94%E0%B8%B2%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9C%E0%B8%94%E0%B8%B8%E0%B8%87%E0%B8%84%E0%B8%A3%E0%B8%A3%E0%B8%A0%E0%B9%8C-271274809875732/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/22089460_532886013714609_5777937161864609337_n.jpg?_nc_cat=110&_nc_eui2=AeFdvnd5Z3PK_xrfTkymPNJSLwC7JJFvsTCQLoB1aNgMw8hAiQQPtUvgQFl_F2B1v-3xdXUNNvqbiZpTuG9boEZcjvY-FcdD4DHA5dOeBHQ-cg&_nc_oc=AQldZFgsMwqCNXemG_8AgBXrAj2Em5o92FnjHnvDJW34uNiqFJyfsQTXkT3sIT92zFBuIEJWP6tOnkRilRzzz5Vv&_nc_ht=scontent.fphs2-1.fna&oh=d12be224f737e5cfbb8953a2706f5eef&oe=5E1A3A37,10/10/2019,เพจทางการ,,363,,,125,
128,65105001660,สันทนาคลินิกการพยาบาลฯ,นางสันทนา  นาวัลย์,นางสันทนา  นาวัลย์,445/1 ม.4 ต.บ่านน้อยซุ้มขี้เหล็ก อ.เนินมะปราง จ.พิษณุโลก,,,พยาบาล,,,,,,,,,364,,,126,
129,65105001760,หน้าวัดคลินิกการพยาบาลฯ,นางรุ่งรัตน์ อนุกูลพิพัฒน์,นางรุ่งรัตน์ อนุกูลพิพัฒน์,109/133 ม.7 ต.บางระกำ อ.บางระกำ จ.พิษณุโลก,,,พยาบาล,,,,,,,,,365,,,127,
130,65105001860,กิตติศักดิ์คลินิกการพยาบาลฯ,นายกิตติศักดิ์  คัมภีระ,นายกิตติศักดิ์  คัมภีระ,57/8 ม.11 ต.บ้านกร่าง อ.เมือง จ.พิษณุโลก,,,พยาบาล,,,,,,,,,366,,,128,
131,65105001960,เมืองใหม่คลินิกการพยาบาลฯ,นายพงศ์ปณต  ชาติรังสรรค์,นายเตชิต  คณสุวรรณ,82/27 ม.1 ต.พรหมพิราม อ.พรหมพิราม จ.พิษณุโลก,,,พยาบาล,คลินิกเมืองใหม่การพยาบาล,"เปิดบริการ ทุกวัน ไม่เว้นวันหยุดราชการ
055-055520 0988158443",098 815 8443,https://www.facebook.com/Wipanurse/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/49816889_577791129316736_813267966056464384_n.jpg?_nc_cat=107&_nc_eui2=AeFdxg73MmG5A1yIqqRxDM5jM2EaHYNmElwati1iEW0DRKEs4OC_L0PCfIfWf8vL3b0Xh8khU_C15hdkb1WkmuvQ975fLLpXo6vyZ8J7dSev8w&_nc_oc=AQlRzQHNKHTdxRFrV7kW8lcv4NAy9JF_vkmZqyH6U9OYoGDeXxm7OVuF-ENjEwTFUJGmduzvaqGjVdIy_MKkQP2t&_nc_ht=scontent.fphs2-1.fna&oh=a7b26b3b72f310d4f21010579c04d270&oe=5E653C6F,2/1/2019,เพจทางการ,,367,,,129,
132,65105000761,จาริณีคลินิกการพยาบาลฯ,นางจาริณี  กรุณามิตร,นางจาริณี  กรุณามิตร,68/4 ม.5 ต.ท่าทอง อ.เมือง จ.พิษณุโลก,,,พยาบาล,,,,,,,,,368,,,130,
133,65105000861,นเรศคลินิกการพยาบาลฯ,นายนเรศ  สายบัวต่อ,นางปวีณา  สายบัวต่อ,333 ม.3 ต.ไผ่ขอดอน อ.เมือง จ.พิษณุโลก,,,พยาบาล,,,,,,,,,369,,,131,
134,65105000961,จิระคลินิกการพยาบาลฯ,นายวิวัศฬ์  จิระวงศ์ขจร,นางมุกดา  จิรวงศ์ขจร,281/24 ม.5 ต.หัวรอ อ.เมือง จ.พิษณุโลก,,,พยาบาล,,,,,,,,,370,,,132,
135,65105001061,มนัตนันท์คลินิกการพยาบาลฯ,น.ส.มนัตนันท์  ทรัพย์ทองพูล,น.ส.มนัตนันท์  ทรัพย์ทองพูล,74/1 ม.9 ต.ท่าช้าง อ.พรหมพิราม จ.พิษณุโลก,,,พยาบาล,,,,,,,,,371,,,133,
136,65105001161,ศศิญาคลินิกการพยาบาลฯ,น.ส.ศศิญา  ช่างพินิจ,น.ส.ศศิญา  ช่างพินิจ,133 ม.2 ต.พันเสา อ.บางระกำ จ.พิษณุโลก,,,พยาบาล,,,,,,,,,372,,,134,
137,65105001261,สุวรรณาคลินิกการพยาบาลฯ,น.ส.สุวรรณา  ครุธจัน,น.ส.สุวรรณา  ครุธจัน,12/5 ม.4 ต.เนินกุ่ม อ.บางกระทุ่ม จ.พิษณุโลก,,,พยาบาล,,,,,,,,,373,,,135,
138,65105001361,พระองค์ขาวคลินิกการพยาบาลฯ,นางคันธรส แขวงเมืองณรงค์,นางคันธรส แขวงเมืองณรงค์,51/5 ถ.พระองค์ขาว ต.ในเมือง อ.เมือง จ.พิษณุโลก ,,,พยาบาล,,,,,,,,,374,,,136,
142,65105001761,นันธิกาคลินิกการพยาบาล,นางนันธิกา เหล็กสิงห์,นางนันธิกา เหล็กสิงห์,246 ม.3 ต.ดงประคำ อ.พรหมพิราม จ.พิษณุโลก 65180,082-9821769,,พยาบาล,,,,,,,,,375,,,137,
143,65105001861,จินดาคลินิกการพยาบาลฯ,นางจินดา อินทร์กอง,นางจินดา อินทร์กอง,60/1 ม.2 ต.ตลุกเทียม อ.พรหมพิราม จ.พิษณุโลก,087-8487800,,พยาบาล,,,,,,,,,376,,,138,
1,พล. ซ 163/2534,คลินิกบุญส่งการผดุงครรภ์,นางบุญส่ง         แซ่ภู่,นางบุญส่ง         แซ่ภู่,50/2 หมู่ 3 ต. วังอิทก อ. บางระกำ จ. พิษณุโลก ,,,ผดุงครรภ์,,,,,,,,,377,,,139,
2,พล. ซ 200/2536,คลินิกยุพาการผดุงครรภ์,นางยุพา     กิจรุ่งวัฒนะ,นางยุพา     กิจรุ่งวัฒนะ,44/2 หมู่ 7  ต. วังพิกุล  อ. วังทอง จ. พิษณุโลก ,,,ผดุงครรภ์,,,,,,,,,378,,,140,
3,พล. ซ 9/2537,คลินิกราชินการผดุงครรภ์,นางราชิน      มากร,นางราชิน      มากร,66 หมู่ 6 ต. วัดตายม อ. บางกระทุ่ม จ. พิษณุโลก ,,,ผดุงครรภ์,,,,,,,,,379,,,141,
4,พล. ซ 16/2541,คลินิกรสรินการผดุงครรภ์,นางรสริน      บำรุงพงศ์,นางรสริน      บำรุงพงศ์,155/6 หมู่ 1 ต. วัดพริก อ. เมือง จ. พิษณุโลก,,,ผดุงครรภ์,,,,,,,,,380,,,142,
